name,title,url,description,author,type,status,updated_at
ckanext-eudatjmd,,https://github.com/B2FIND/ckanext-eudatjmd,,B2FIND,Extension,,2014-03-20T13:13:00Z
ckanext-example,CKAN Extension that demonstrates some common patterns for customising a CKAN instance.,https://github.com/okfn/ckanext-example,,Open Knowledge,Extension,,2013-12-02T11:24:17Z
ckanext-examplevocabs,Example tag vocabularies CKAN plugin,https://github.com/seanh/ckanext-examplevocabs,,Sean Hammond,Extension,,2013-10-20T02:23:08Z
ckanext-export_users,,https://github.com/fprieur/ckanext-export_users,,fprieur,Extension,,2014-02-13T16:42:58Z
ckanext-extend_search,Extends Ckan's search with additional options,https://github.com/XVTSolutions/ckanext-extend_search,,XVTSolutions,Extension,,2014-04-17T23:26:03Z
ckanext-extractor,CKAN plugin for the automatic extraction of data sources,https://github.com/unaguil/ckanext-extractor,,unaguil,Extension,,2013-11-04T10:58:27Z
ckanext-fake-datagojp,ckan extension for datago.jp which is a mirror site of data.go.jp,https://github.com/fumi/ckanext-fake-datagojp,,fumi,Extension,,2014-04-17T09:13:23Z
ckanext-faster,A CKAN extension that makes CKAN run faster,https://github.com/seanh/ckanext-faster,,Sean Hammond,Extension,,2014-05-03T17:24:11Z
ckanext-fedmsg,CKAN extension for sending activity events to the Fedora Infrastructure Message Bus (fedmsg),https://github.com/etalab/ckanext-fedmsg,,Etalab,Extension,,2013-12-06T18:21:42Z
ckanext-feedback,Naive code to include a simple feedback form for submitting data requests the CKAN System. ,https://github.com/maulikkamdar/ckanext-feedback,,Maulik Kamdar,Extension,,2014-04-11T14:13:11Z
ckanext-feedcontent,Allows for content from rss/atom feeds to be inserted into pages.,https://github.com/okfn/ckanext-feedcontent,,Open Knowledge,Extension,,2013-10-09T23:15:03Z
ckanext-follower,CKAN Follower Extension,https://github.com/okfn/ckanext-follower,,Open Knowledge,Extension,,2014-03-26T12:40:19Z
ckanext-foph,Harvester for the Federal Office of Public Health (FOPH),https://github.com/ogdch/ckanext-foph,,OGD Switzerland,Extension,,2014-02-21T16:11:44Z
ckanext-forms,Manages dataset forms in ckan,https://github.com/ciudadanointeligente/ckanext-forms,,Ciudadano Inteligente,Extension,,2013-10-13T13:24:56Z
ckanext-fso,Harvester for the Swiss Federal Statistical Office (FSO),https://github.com/ogdch/ckanext-fso,,OGD Switzerland,Extension,,2014-02-20T17:54:16Z
ckanext-ga-report,"For creating detailed reports of CKAN analytics, sliced by group",https://github.com/datagovuk/ckanext-ga-report,,Data.Gov.UK - Cabinet Office,Extension,,2014-03-05T21:46:49Z
ckanext-ga-report,Google analytics report for CKAN,https://github.com/datagovau/ckanext-ga-report,,data.gov.au,Extension,,2014-04-07T03:01:51Z
ckanext-geo,,https://github.com/okfn/ckanext-geo,,Open Knowledge,Extension,,2013-01-04T18:46:50Z
ckanext-geodatagov,data.gov extension,https://github.com/GSA/ckanext-geodatagov,,U.S. General Services Administration,Extension,,2014-05-02T19:05:37Z
ckanext-geonetwork,GeoNetwork harvester for CKAN,https://github.com/geosolutions-it/ckanext-geonetwork,,geosolutions-it,Extension,,2014-03-27T13:58:04Z
ckanext-geoserver,,https://github.com/ngds/ckanext-geoserver,,ngds,Extension,,2014-04-15T17:49:47Z
ckanext-ggmeta,Custom Metadata for GG,https://github.com/Luckisstar/ckanext-ggmeta,,Luckisstar,Extension,,2013-11-27T09:37:35Z
ckanext-ghana,Demo site for Ghana,https://github.com/okfn/ckanext-ghana,,Open Knowledge,Extension,,2013-10-09T23:11:45Z
ckanext-glasgow,CKAN Extensions specific to Open Glasgow,https://github.com/okfn/ckanext-glasgow,,Open Knowledge,Extension,,2014-04-16T10:31:14Z
ckanext-googleanalytics,"CKAN extension to integrate Google Analytics data into CKAN. Gives download stats on package pages, list of most popular packages, etc.",https://github.com/ckan/ckanext-googleanalytics,,CKAN,Extension,,2014-01-29T09:42:06Z
ckanext-govdatade,GovData.de specific CKAN extension,https://github.com/fraunhoferfokus/ckanext-govdatade,,Fraunhofer FOKUS,Extension,,2014-03-14T16:27:40Z
ckanext-hampshire,Extension for hampshire,https://github.com/okfn/ckanext-hampshire,,Open Knowledge,Extension,,2013-10-09T23:11:45Z
ckanext-harvest,Remote harvesting extension for CKAN,https://github.com/ckan/ckanext-harvest,,CKAN,Extension,,2014-04-30T16:47:24Z
ckanext-harvest,,https://github.com/simonliu0315/ckanext-harvest,,Chih-Yu Liu,Extension,,2013-09-10T11:05:18Z
ckanext-helloresource,An helloworld CKAN plugin that demonstrates how to hook into the offline (queued) resource processing,https://github.com/PublicaMundi/ckanext-helloresource,,PublicaMundi,Extension,,2013-12-13T08:22:20Z
ckanext-helloworld,"""Hello World"" extension for CKAN",https://github.com/rclark/ckanext-helloworld,,Ryan Clark,Extension,,2013-10-20T06:26:56Z
ckanext-helloworld,An helloworld CKAN plugin that demonstrates how to extend metadata schema with a couple of new fields,https://github.com/PublicaMundi/ckanext-helloworld,,PublicaMundi,Extension,,2013-12-13T09:38:56Z
ckanext-hidegroups,A CKAN 2 extension that removes CKAN's groups feature from the web interface,https://github.com/okfn/ckanext-hidegroups,,Open Knowledge,Extension,,2013-10-07T15:51:00Z
ckanext-hideorganizations,A CKAN 2 extension that removes CKAN's organizations feature,https://github.com/okfn/ckanext-hideorganizations,,Open Knowledge,Extension,,2013-10-09T23:10:34Z
ckanext-hideorgs,A CKAN 2 plugin that hides the organizations feature from the web interface,https://github.com/AnnaGerber/ckanext-hideorgs,,Anna Gerber,Extension,,2014-02-07T05:12:19Z
ckanext-hierarchy,Organization hierarchy - CKAN extension,https://github.com/datagovuk/ckanext-hierarchy,,Data.Gov.UK - Cabinet Office,Extension,,2014-01-13T16:55:44Z
ckanext-htsql,An extension that enables htsql queries for the new datastore.,https://github.com/okfn/ckanext-htsql,,Open Knowledge,Extension,,2013-10-09T23:11:52Z
ckanext-iati,CKAN extension for the IATI Registry,https://github.com/okfn/ckanext-iati,,Open Knowledge,Extension,,2014-05-01T17:03:17Z
ckanext-idatasetform_bug,just a bug demo,https://github.com/hbunke/ckanext-idatasetform_bug,,hbunke,Extension,,2014-03-22T03:35:08Z
ckanext-importlib,,https://github.com/okfn/ckanext-importlib,,Open Knowledge,Extension,,2014-04-24T21:59:21Z
ckanext-inspire,,https://github.com/okfn/ckanext-inspire,,Open Knowledge,Extension,,2013-10-07T22:10:01Z
ckanext-intro,A quick interactive introduction to writing CKAN extensions,https://github.com/ckan/ckanext-intro,,CKAN,Extension,,2014-04-29T13:36:12Z
ckanext-iota,CKAN extension for the IOTA,https://github.com/AwareTI/ckanext-iota,,Aware,Extension,,2013-11-02T05:10:54Z
ckanext-irods,iRODS extension for CKAN.,https://github.com/kata-csc/ckanext-irods,,Kata team repository,Extension,,2014-02-03T11:13:12Z
ckanext-issues,CKAN Issues Extension,https://github.com/okfn/ckanext-issues,,Open Knowledge,Extension,,2014-04-22T14:45:37Z
ckanext-junar,Connector for ckan to use junar.com,https://github.com/ciudadanointeligente/ckanext-junar,,Ciudadano Inteligente,Extension,,2013-10-01T16:38:30Z
ckanext-kata,KATA extensions for CKAN,https://github.com/kata-csc/ckanext-kata,,Kata team repository,Extension,,2014-04-30T09:48:01Z
ckanext-kenya,,https://github.com/okfn/ckanext-kenya,,Open Knowledge,Extension,,2013-10-09T23:14:10Z
ckanext-krzn,Custom CKAN extension for KRZN,https://github.com/domoritz/ckanext-krzn,,Dominik Moritz,Extension,,2013-11-08T20:30:24Z
ckanext-landportal_theme,LandPortal theme for CKAN,https://github.com/weso/ckanext-landportal_theme,,weso,Extension,,2014-03-13T12:55:32Z
ckanext-lightbase,Lightbase extension for Ckan,https://github.com/lightbase/ckanext-lightbase,,Lightbase Consultoria,Extension,,2014-03-15T05:34:37Z
ckanext-linkfinder,Finds links on resources that are actually html pages,https://github.com/datagovuk/ckanext-linkfinder,,Data.Gov.UK - Cabinet Office,Extension,,2014-03-10T03:49:23Z
ckanext-map,Map visualisation for NHM CKAN,https://github.com/NaturalHistoryMuseum/ckanext-map,,Natural History Museum,Extension,,2014-04-29T16:32:58Z
ckanext-mapsearch,A CKAN extension to add an scale-aware map-centred search,https://github.com/bopen/ckanext-mapsearch,,bopen,Extension,,2014-03-31T09:56:28Z
ckanext-mapstore,CKAN Extension for MapStore Preview and GeoStore Harvesting,https://github.com/geosolutions-it/ckanext-mapstore,,geosolutions-it,Extension,,2014-04-16T11:46:18Z
ckanext-mapviews,CKAN Resource View to build maps and choropleth maps,https://github.com/ckan/ckanext-mapviews,,CKAN,Extension,,2014-05-01T23:16:19Z
ckanext-metadata,"Universal metadata harvester for CKAN, uses DDI and OAI-PMH harvesters to streamline the harvesting to one harvester.",https://github.com/kata-csc/ckanext-metadata,,Kata team repository,Extension,,2013-11-14T12:31:13Z
ckanext-metadata,SPARQL endpoint analyzer and metadata generator for CKAN,https://github.com/unaguil/ckanext-metadata,,unaguil,Extension,,2014-03-11T08:34:33Z
ckanext-metameta,generic metameta,https://github.com/XVTSolutions/ckanext-metameta,,XVTSolutions,Extension,,2014-05-02T03:42:53Z
ckanext-meteoswiss,Harvester for the Federal Office of Meteorology and Climatology MeteoSwiss,https://github.com/ogdch/ckanext-meteoswiss,,OGD Switzerland,Extension,,2014-02-20T17:46:09Z
ckanext-midja,CKAN theme for Midja Data Registry,https://github.com/uq-eresearch/ckanext-midja,,UQ eResearch Group,Extension,,2014-03-17T05:24:48Z
ckanext-mimetypes,Custom mimetypes extension,https://github.com/fumi/ckanext-mimetypes,,fumi,Extension,,2014-03-25T14:49:29Z
ckanext-mo-observations,Retrieves and stores weather observation data from the Met Office,https://github.com/rossjones/ckanext-mo-observations,,Ross Jones,Extension,,2013-11-16T09:14:26Z
ckanext-moderatededits,Moderated Edits extension for CKAN 1.4,https://github.com/okfn/ckanext-moderatededits,,Open Knowledge,Extension,,2013-10-13T07:56:57Z
ckanext-mongodb,CKAN extension for MongoDB,https://github.com/alexbyrnes/ckanext-mongodb,,Alex Byrnes,Extension,,2013-11-12T01:48:18Z
ckanext-mx,Theme for datos.gob.mx,https://github.com/okfn/ckanext-mx,,Open Knowledge,Extension,,2013-12-18T20:42:22Z
ckanext-nationdata,ckanext-nationdata,https://github.com/jmwenda/ckanext-nationdata,,Jude Mwenda,Extension,,2014-04-27T05:57:29Z
ckanext-ngds,CKAN extension for NGDS-specific customizations,https://github.com/ngds/ckanext-ngds,,ngds,Extension,,2014-04-28T18:43:01Z
ckanext-nhm,CKAN extension for data.nhm.ac.uk,https://github.com/NaturalHistoryMuseum/ckanext-nhm,,Natural History Museum,Extension,,2014-04-17T14:14:38Z
ckanext-noregistration,Plugin to disable user registration on a CKAN instance,https://github.com/ogdch/ckanext-noregistration,,OGD Switzerland,Extension,,2014-02-20T17:44:41Z
ckanext-nsw,,https://github.com/okfn/ckanext-nsw,,Open Knowledge,Extension,,2013-10-18T12:14:07Z
ckanext-oaipmh,OAI PMH extension to CKAN,https://github.com/ilrt/ckanext-oaipmh,,"ILRT, University of Bristol",Extension,,2014-02-13T08:10:21Z
ckanext-oaipmh,OAI PMH extension to CKAN,https://github.com/kata-csc/ckanext-oaipmh,,Kata team repository,Extension,,2014-04-15T10:18:51Z
ckanext-oauth,,https://github.com/okfn/ckanext-oauth,,Open Knowledge,Extension,,2014-04-04T02:26:14Z
ckanext-oauth2,OAuth2 support for CKAN,https://github.com/etalab/ckanext-oauth2,,Etalab,Extension,,2014-05-02T14:57:55Z
ckanext-odmetheme,Custom CKAN theme for Offene Daten Mettmann http://demo.offene-daten.me,https://github.com/formwandler/ckanext-odmetheme,,formwandler,Extension,,2014-04-20T07:48:50Z
ckanext-offenedaten,CKAN extension for OffeneDaten.de,https://github.com/okfde/ckanext-offenedaten,,Open Knowledge Foundation Germany,Extension,,2013-10-15T13:46:49Z
ckanext-offenedaten,,https://github.com/pudo/ckanext-offenedaten,,pudo,Extension,,2013-12-15T19:52:03Z
ckanext-ogdch,CKAN templates and translations for opendata.admin.ch,https://github.com/ogdch/ckanext-ogdch,,OGD Switzerland,Extension,,2014-02-21T13:02:14Z
ckanext-ogdch_actions,Additional action APIs for opendata.admin.ch,https://github.com/ogdch/ckanext-ogdch_actions,,OGD Switzerland,Extension,,2014-02-20T17:46:50Z
ckanext-openafrica,CKAN extension for Open Africa.,https://github.com/CodeForAfrica/ckanext-openafrica,,CodeForAfrica,Extension,,2014-04-18T08:58:03Z
ckanext-opendata,CKAN extension for oppnadata.se (Öppna Data) for Vinnova,https://github.com/Softhouse/ckanext-opendata,,Softhouse,Extension,,2014-03-05T09:01:50Z
ckanext-opendatahub,CKAN extension with the OpenDataHub,https://github.com/sciamlab/ckanext-opendatahub,,SciamLab,Extension,,2014-03-15T21:19:30Z
ckanext-os,Spatial widgets developed in mainly by Ordnance Survey (CKAN extension),https://github.com/datagovuk/ckanext-os,,Data.Gov.UK - Cabinet Office,Extension,,2014-05-02T10:56:53Z
ckanext-pages,simple cms,https://github.com/ckan/ckanext-pages,,CKAN,Extension,,2014-05-02T10:55:02Z
ckanext-pakistan,,https://github.com/okfn/ckanext-pakistan,,Open Knowledge,Extension,,2014-05-02T12:27:09Z
ckanext-parkinsons,CKAN Extensions for a Parkinsons Research Data Catalogue,https://github.com/thejimmyg/ckanext-parkinsons,,thejimmyg,Extension,,2013-10-16T01:05:13Z
ckanext-patcategories,CKAN extension to offer a list of categories defined by Provincia Autonoma di Trento,https://github.com/opendatatrentino/ckanext-patcategories,,Open Data in Trentino,Extension,,2013-11-05T20:22:05Z
ckanext-patform,,https://github.com/opendatatrentino/ckanext-patform,,Open Data in Trentino,Extension,,2013-11-05T07:33:41Z
ckanext-patgeo,scraping script to populate CKAN from the geocatalog of Provincia Autonoma di Trento - http://www.territorio.provincia.tn.it/portal/server.pt/community/sgc_-_geocatalogo/862/sgc_-_geocatalogo/32157,https://github.com/opendatatrentino/ckanext-patgeo,,Open Data in Trentino,Extension,,2013-12-14T07:43:45Z
ckanext-patstatweb,Harvester script to populate CKAN from the server of the statistics department of the Provincia Autonoma di Trento,https://github.com/opendatatrentino/ckanext-patstatweb,,Open Data in Trentino,Extension,,2013-09-29T02:39:47Z
ckanext-pdeu,Custom CKAN Extension for PublicData.eu,https://github.com/okfn/ckanext-pdeu,,Open Knowledge,Extension,,2014-05-04T13:42:40Z
ckanext-persona,A CKAN extension for logging in using Mozilla Persona,https://github.com/ckan/ckanext-persona,,CKAN,Extension,,2014-02-28T19:59:42Z
ckanext-profile,Add profiling to CKAN using repoze.profile,https://github.com/seanh/ckanext-profile,,Sean Hammond,Extension,,2013-10-06T06:31:40Z
ckanext-publicamundi,Publica Mundi main CKAN extension. http://www.publicamundi.eu,https://github.com/PublicaMundi/ckanext-publicamundi,,PublicaMundi,Extension,,2014-05-02T01:08:43Z
ckanext-pubsub,Instant notifications for datasets.,https://github.com/rossjones/ckanext-pubsub,,Ross Jones,Extension,,2013-09-29T06:53:46Z
ckanext-qa,CKAN QA Extension,https://github.com/ckan/ckanext-qa,,CKAN,Extension,,2014-01-29T08:57:46Z
ckanext-queue,Async queueing for CKAN.,https://github.com/okfn/ckanext-queue,,Open Knowledge,Extension,,2013-10-15T15:37:07Z
ckanext-rdf,"RDF features for CKAN. DCAT read/write API, integration with SPAQRL endpoint for (catalog) data.",https://github.com/okfn/ckanext-rdf,,Open Knowledge,Extension,,2013-10-09T23:18:39Z
ckanext-realtime,Build realtime apps with CKAN,https://github.com/alexandrainst/ckanext-realtime,,alexandrainst,Extension,,2014-05-04T15:15:57Z
ckanext-recaptcha,Correct the bug for the missing recaptcha widget at registration,https://github.com/Hoedic/ckanext-recaptcha,,Hoedic,Extension,,2014-02-08T03:29:15Z
ckanext-reclinepreview-fr,Extracted reclinepreview translated in french,https://github.com/Quatral/ckanext-reclinepreview-fr,,Quatral Solutions,Extension,,2014-04-21T20:15:59Z
ckanext-recombinant,Create datastore tables for organizations and provide combined output,https://github.com/open-data/ckanext-recombinant,,Open Data Initiative - Initiative sur les données ouvertes,Extension,,2014-05-01T18:05:20Z
ckanext-redlink,CKAN extension to connect to Redlink triple store.,https://github.com/redlink-gmbh/ckanext-redlink,,redlink-gmbh,Extension,,2014-05-02T08:36:54Z
ckanext-redmine,Contact/Issues form backed by redmine,https://github.com/datagovuk/ckanext-redmine,,Data.Gov.UK - Cabinet Office,Extension,,2013-12-19T09:38:53Z
ckanext-rems,,https://github.com/kata-csc/ckanext-rems,,Kata team repository,Extension,,2014-04-25T07:20:48Z
